PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,target
0.09720065475016484,-0.8183797039291276,0.4633845267711781,1.426713866074497,-0.9930496015392042,0.2645959053147048,0.6853303162398553,0.45903794775742757,0.4995763560253774,0
-1.0620750844782703,-0.8830122904946347,-1.290861255140533,-1.2896943671356809,-1.2167157216309232,0.17714545797512593,0.8972689756516474,0.30066288391521967,-0.8298412308268186,0
-2.1639719498295578,-0.7394647945650796,-1.6996213645011622,-0.9820070161293016,0.5971574711761134,1.0067209204300496,1.165897919139037,0.5720940267634771,0.25630390931441294,0
0.005777067770276562,0.18811677901794271,0.206245800142706,0.8038765488719508,-0.1949323504312973,1.777555036296519,0.7276649256135955,0.7447205987402694,0.4988506314203456,0
-2.9181149911436584,-0.003704358168416244,0.6597352350294097,1.0405416786273518,0.20340990144517923,-0.23987717448121826,-0.9013147994984256,-0.9007957006138021,0.7421392228303691,0
-0.3230143459843501,-1.5583368636093053,0.7383626273243172,-0.7328794139439263,1.5381249651029498,-0.3627799795751354,0.2602539229350393,-0.5331154630781039,-0.4408998227317104,1
-2.7677916708112984,-0.8352080600668779,0.30663302220392263,0.4436128590615147,-0.980713108066677,-2.4386389662600148,0.49180892135196475,-2.047821281823546,1.343772529630719,0
-1.208059769040947,0.6616317851512594,0.6349774349563223,-0.4811403196071877,-0.9544173902278145,1.0727396636716526,-0.5173133436885953,0.6167177428153168,-0.4895106681364496,0
0.5825492381366226,-1.1429528815293128,0.7719856253589966,-0.613845802434526,-0.22287293879446557,0.24061453545049238,-0.16348370169990778,0.7034041486733411,-0.41641052840238285,0
-2.3978838601126133,-1.122798886538131,0.2891176085421689,-0.07008094346839155,-0.4061135818756487,-1.1299534422237265,-0.5123501895968319,-0.6022784937326151,-0.4009444899274514,0
-0.8440944998590033,-1.5582765895610924,-0.9513581096856997,-0.12214610086289113,2.009330008492678,0.6989645460953668,1.5712897494925346,-0.4937767194667231,0.48758236302684943,1
